timeStamp,eventType,isMouse,klmId,argument
1622045347.9563966,mouseMove,True,Px,DEL
1622045347.9624932,task_started,,,0
1622045348.4476337,keyStroke,False,k,(
1622045348.8286774,keyStroke,False,k,3
1622045349.3681102,keyStroke,False,k,*
1622045349.737306,keyStroke,False,k,3
1622045351.0320532,keyStroke,False,k,+
1622045351.8213375,keyStroke,False,k,4
1622045352.1228733,keyStroke,False,k,*
1622045352.3192534,keyStroke,False,k,4
1622045353.2351985,keyStroke,False,k,)
1622045354.187235,keyStroke,False,k,*
1622045354.5461497,keyStroke,False,k,1
1622045354.8613448,keyStroke,False,k,5
1622045355.0805256,keyStroke,False,k,.
1622045355.346549,keyStroke,False,k,2
1622045358.0230794,keyStroke,False,k,=
1622045358.0285192,task_finished,,,0
1622045360.0357747,mouseMove,True,Px,DEL
1622045360.041227,task_started,,,1
1622045360.437411,mouseMove,True,Px,)
1622045360.7123873,mouseMove,True,Px,(
1622045360.8878593,mouseMove,True,Px,1
1622045361.112237,mouseClick,True,B,1
1622045361.2315454,mouseMove,True,Px,2
1622045361.2429056,mouseMove,True,Px,5
1622045361.2643116,mouseMove,True,Px,8
1622045361.3257766,mouseMove,True,Px,9
1622045361.3443105,mouseMove,True,Px,-
1622045361.3763368,mouseMove,True,Px,+
1622045361.624104,mouseMove,True,Px,+
1622045361.8702092,mouseClick,True,B,+
1622045362.035683,mouseMove,True,Px,9
1622045362.0842593,mouseMove,True,Px,6
1622045362.1422672,mouseMove,True,Px,3
1622045362.4255526,mouseMove,True,Px,2
1622045362.693295,mouseClick,True,B,2
1622045362.735998,mouseMove,True,Px,5
1622045362.7894375,mouseMove,True,Px,6
1622045362.8094087,mouseMove,True,Px,9
1622045362.9296372,mouseMove,True,Px,+
1622045363.1783762,mouseClick,True,B,+
1622045363.3975534,mouseMove,True,Px,9
1622045363.4993138,mouseMove,True,Px,6
1622045363.585821,mouseMove,True,Px,5
1622045363.6576617,mouseMove,True,Px,2
1622045363.7856894,mouseMove,True,Px,3
1622045364.0835085,mouseClick,True,B,3
1622045364.1230893,mouseMove,True,Px,6
1622045364.1719224,mouseMove,True,Px,9
1622045364.2317314,mouseMove,True,Px,+
1622045364.4488962,mouseClick,True,B,+
1622045364.5055017,mouseMove,True,Px,-
1622045364.5635128,mouseMove,True,Px,8
1622045364.6194386,mouseMove,True,Px,7
1622045364.66595,mouseMove,True,Px,4
1622045364.9400885,mouseClick,True,B,4
1622045364.9875412,mouseMove,True,Px,5
1622045364.9999576,mouseMove,True,Px,8
1622045365.073779,mouseMove,True,Px,-
1622045365.185724,mouseMove,True,Px,+
1622045365.400118,mouseClick,True,B,+
1622045365.481361,mouseMove,True,Px,-
1622045365.5015113,mouseMove,True,Px,9
1622045365.5175698,mouseMove,True,Px,8
1622045365.5742168,mouseMove,True,Px,5
1622045365.8426898,mouseClick,True,B,5
1622045365.8815942,mouseMove,True,Px,8
1622045365.8997617,mouseMove,True,Px,9
1622045365.973425,mouseMove,True,Px,+
1622045366.2102246,mouseClick,True,B,+
1622045366.3424304,mouseMove,True,Px,9
1622045366.4173234,mouseMove,True,Px,6
1622045366.6813154,mouseClick,True,B,6
1622045366.7177958,mouseMove,True,Px,9
1622045366.7976415,mouseMove,True,Px,+
1622045367.0109427,mouseClick,True,B,+
1622045367.0894146,mouseMove,True,Px,-
1622045367.1257389,mouseMove,True,Px,8
1622045367.2577643,mouseMove,True,Px,7
1622045367.5400584,mouseClick,True,B,7
1622045367.6415257,mouseMove,True,Px,8
1622045367.7333062,mouseMove,True,Px,-
1622045367.8338683,mouseMove,True,Px,+
1622045368.0184858,mouseClick,True,B,+
1622045368.1017725,mouseMove,True,Px,-
1622045368.1655686,mouseMove,True,Px,9
1622045368.1779082,mouseMove,True,Px,8
1622045368.4963553,mouseClick,True,B,8
1622045368.6694138,mouseMove,True,Px,9
1622045368.722084,mouseMove,True,Px,+
1622045368.9607825,mouseClick,True,B,+
1622045369.0823236,mouseMove,True,Px,9
1622045369.3835502,mouseClick,True,B,9
1622045369.4616642,mouseMove,True,Px,+
1622045369.742647,mouseClick,True,B,+
1622045369.866732,mouseMove,True,Px,9
1622045369.9276636,mouseMove,True,Px,8
1622045370.0154803,mouseMove,True,Px,5
1622045370.1094823,mouseMove,True,Px,4
1622045370.2877028,mouseMove,True,Px,1
1622045370.5683417,mouseClick,True,B,1
1622045370.6818655,mouseMove,True,Px,2
1622045370.6995344,mouseMove,True,Px,0
1622045371.1068614,mouseClick,True,B,0
1622045371.1677668,mouseMove,True,Px,2
1622045371.2117367,mouseMove,True,Px,5
1622045371.2634633,mouseMove,True,Px,8
1622045371.274932,mouseMove,True,Px,9
1622045371.411479,mouseMove,True,Px,+
1622045371.79465,mouseClick,True,B,+
1622045371.8974738,mouseMove,True,Px,9
1622045371.9376383,mouseMove,True,Px,8
1622045371.9484642,mouseMove,True,Px,5
1622045372.0468876,mouseMove,True,Px,2
1622045372.0889463,mouseMove,True,Px,1
1622045372.4870305,mouseClick,True,B,1
1622045372.6604877,mouseClick,True,B,1
1622045372.8115842,mouseMove,True,Px,2
1622045372.8357625,mouseMove,True,Px,5
1622045372.9134495,mouseMove,True,Px,6
1622045372.959377,mouseMove,True,Px,9
1622045373.1176043,mouseMove,True,Px,+
1622045373.3967865,mouseClick,True,B,+
1622045373.5860276,mouseMove,True,Px,9
1622045373.633469,mouseMove,True,Px,6
1622045373.6627996,mouseMove,True,Px,5
1622045373.6996968,mouseMove,True,Px,2
1622045373.8578162,mouseMove,True,Px,1
1622045374.1044483,mouseClick,True,B,1
1622045374.1736732,mouseMove,True,Px,2
1622045374.3968074,mouseClick,True,B,2
1622045374.4767165,mouseMove,True,Px,5
1622045374.5356843,mouseMove,True,Px,6
1622045374.5594237,mouseMove,True,Px,9
1622045374.71795,mouseMove,True,Px,+
1622045374.9524503,mouseClick,True,B,+
1622045375.065749,mouseMove,True,Px,9
1622045375.0974905,mouseMove,True,Px,8
1622045375.1314747,mouseMove,True,Px,5
1622045375.2362745,mouseMove,True,Px,2
1622045375.3199933,mouseMove,True,Px,1
1622045375.6004415,mouseClick,True,B,1
1622045375.6395435,mouseMove,True,Px,2
1622045375.7254434,mouseMove,True,Px,3
1622045376.1282585,mouseClick,True,B,3
1622045376.1776807,mouseMove,True,Px,6
1622045376.2337303,mouseMove,True,Px,9
1622045376.3153877,mouseMove,True,Px,+
1622045376.5823727,mouseClick,True,B,+
1622045376.7352238,mouseMove,True,Px,9
1622045376.8084152,mouseMove,True,Px,6
1622045376.957657,mouseMove,True,Px,5
1622045376.9819477,mouseMove,True,Px,2
1622045377.0618532,mouseMove,True,Px,0
1622045377.409571,mouseMove,True,Px,1
1622045377.6758037,mouseClick,True,B,1
1622045377.7578776,mouseMove,True,Px,4
1622045377.9892378,mouseClick,True,B,4
1622045378.0875726,mouseMove,True,Px,5
1622045378.23768,mouseMove,True,Px,8
1622045378.262436,mouseMove,True,Px,9
1622045378.4495206,mouseMove,True,Px,+
1622045378.6911922,mouseClick,True,B,+
1622045378.7626672,mouseMove,True,Px,9
1622045378.857557,mouseMove,True,Px,5
1622045378.942218,mouseMove,True,Px,2
1622045379.0395074,mouseMove,True,Px,0
1622045379.3362608,mouseMove,True,Px,1
1622045379.5473437,mouseClick,True,B,1
1622045379.5962768,mouseMove,True,Px,2
1622045379.6315203,mouseMove,True,Px,5
1622045379.8587563,mouseClick,True,B,5
1622045379.9893062,mouseMove,True,Px,8
1622045380.0215044,mouseMove,True,Px,9
1622045380.1863081,mouseMove,True,Px,+
1622045380.3906038,mouseClick,True,B,+
1622045380.499438,mouseMove,True,Px,9
1622045380.5634675,mouseMove,True,Px,6
1622045380.576271,mouseMove,True,Px,5
1622045380.6277723,mouseMove,True,Px,2
1622045380.7296443,mouseMove,True,Px,1
1622045381.0473728,mouseClick,True,B,1
1622045381.10345,mouseMove,True,Px,2
1622045381.212688,mouseMove,True,Px,5
1622045381.2422357,mouseMove,True,Px,6
1622045381.5660372,mouseClick,True,B,6
1622045381.604536,mouseMove,True,Px,9
1622045381.6816244,mouseMove,True,Px,+
1622045381.8769572,mouseClick,True,B,+
1622045382.0595198,mouseMove,True,Px,9
1622045382.138328,mouseMove,True,Px,6
1622045382.1924102,mouseMove,True,Px,5
1622045382.2259223,mouseMove,True,Px,2
1622045382.9859772,mouseMove,True,Px,1
1622045383.676743,mouseClick,True,B,1
1622045383.7422628,mouseMove,True,Px,4
1622045383.8396327,mouseMove,True,Px,7
1622045384.0947456,mouseClick,True,B,7
1622045384.1535318,mouseMove,True,Px,8
1622045384.221386,mouseMove,True,Px,9
1622045384.3323348,mouseMove,True,Px,+
1622045384.59525,mouseClick,True,B,+
1622045384.6757169,mouseMove,True,Px,9
1622045384.7140987,mouseMove,True,Px,8
1622045384.7415192,mouseMove,True,Px,5
1622045384.823485,mouseMove,True,Px,2
1622045384.8534155,mouseMove,True,Px,1
1622045385.2051396,mouseClick,True,B,1
1622045385.2635362,mouseMove,True,Px,4
1622045385.2775254,mouseMove,True,Px,5
1622045385.3815012,mouseMove,True,Px,8
1622045385.7568767,mouseClick,True,B,8
1622045385.8396032,mouseMove,True,Px,9
1622045385.8793683,mouseMove,True,Px,+
1622045386.0871768,mouseClick,True,B,+
1622045386.1609387,mouseMove,True,Px,9
1622045386.2034926,mouseMove,True,Px,8
1622045386.2161074,mouseMove,True,Px,5
1622045386.3037436,mouseMove,True,Px,2
1622045386.3436382,mouseMove,True,Px,1
1622045386.6667454,mouseClick,True,B,1
1622045386.6967373,mouseMove,True,Px,2
1622045386.7315214,mouseMove,True,Px,5
1622045386.7815795,mouseMove,True,Px,6
1622045386.8886216,mouseMove,True,Px,9
1622045387.1950505,mouseClick,True,B,9
1622045387.2464433,mouseMove,True,Px,+
1622045387.4440792,mouseClick,True,B,+
1622045387.6115124,mouseMove,True,Px,9
1622045387.6756299,mouseMove,True,Px,5
1622045387.7835448,mouseMove,True,Px,2
1622045387.9287252,mouseMove,True,Px,1
1622045388.1417012,mouseMove,True,Px,4
1622045388.2393644,mouseMove,True,Px,1
1622045388.3395646,mouseMove,True,Px,0
1622045388.609711,mouseMove,True,Px,2
1622045388.8604302,mouseClick,True,B,2
1622045388.9165485,mouseMove,True,Px,0
1622045389.1344159,mouseClick,True,B,0
1622045389.4017963,mouseMove,True,Px,.
1622045389.5053413,mouseMove,True,Px,=
1622045389.9138837,mouseMove,True,Px,=
1622045390.3326955,mouseClick,True,B,=
1622045390.340251,task_finished,,,1
1622045393.4760594,mouseMove,True,Px,DEL
1622045393.4823232,task_started,,,2
1622045394.215478,mouseMove,True,Px,)
1622045394.4360795,mouseMove,True,Px,(
1622045394.7584026,mouseClick,True,B,(
1622045394.9419491,mouseMove,True,Px,)
1622045395.0042918,mouseMove,True,Px,0
1622045395.2160125,mouseMove,True,Px,3
1622045395.5400128,mouseClick,True,B,3
1622045395.6360483,mouseMove,True,Px,6
1622045395.757562,mouseMove,True,Px,9
1622045395.8538766,mouseMove,True,Px,8
1622045395.8931932,mouseMove,True,Px,-
1622045395.9043653,mouseMove,True,Px,*
1622045396.258654,mouseClick,True,B,*
1622045396.3308818,mouseMove,True,Px,8
1622045396.383548,mouseMove,True,Px,5
1622045396.4143534,mouseMove,True,Px,6
1622045396.4535162,mouseMove,True,Px,3
1622045396.7751167,mouseClick,True,B,3
1622045397.197744,mouseMove,True,Px,6
1622045397.2823048,mouseMove,True,Px,9
1622045397.4762096,mouseMove,True,Px,+
1622045397.736765,mouseClick,True,B,+
1622045397.8378084,mouseMove,True,Px,9
1622045397.894082,mouseMove,True,Px,8
1622045397.9044833,mouseMove,True,Px,5
1622045398.1019819,mouseMove,True,Px,4
1622045398.3596294,mouseClick,True,B,4
1622045398.4015195,mouseMove,True,Px,5
1622045398.4759655,mouseMove,True,Px,2
1622045398.4933732,mouseMove,True,Px,3
1622045398.7255564,mouseMove,True,Px,6
1622045398.7794957,mouseMove,True,Px,8
1622045398.8375893,mouseMove,True,Px,-
1622045398.85257,mouseMove,True,Px,*
1622045399.1076398,mouseClick,True,B,*
1622045399.1616535,mouseMove,True,Px,7
1622045399.2396193,mouseMove,True,Px,4
1622045399.4861386,mouseClick,True,B,4
1622045399.635501,mouseMove,True,Px,1
1622045399.6634202,mouseMove,True,Px,2
1622045399.676646,mouseMove,True,Px,0
1622045399.898508,mouseMove,True,Px,)
1622045400.1764917,mouseClick,True,B,)
1622045400.3839269,mouseMove,True,Px,0
1622045400.437968,mouseMove,True,Px,2
1622045400.4708009,mouseMove,True,Px,3
1622045400.5197766,mouseMove,True,Px,6
1622045400.5558376,mouseMove,True,Px,9
1622045400.7355366,mouseMove,True,Px,8
1622045400.7735155,mouseMove,True,Px,*
1622045401.3124468,mouseClick,True,B,*
1622045401.759838,mouseMove,True,Px,8
1622045401.8494163,mouseMove,True,Px,5
1622045401.8879488,mouseMove,True,Px,4
1622045402.0580523,mouseMove,True,Px,1
1622045402.3739,mouseClick,True,B,1
1622045402.461675,mouseMove,True,Px,2
1622045402.492001,mouseMove,True,Px,5
1622045402.7777712,mouseClick,True,B,5
1622045402.885712,mouseMove,True,Px,2
1622045402.9356456,mouseMove,True,Px,0
1622045402.9720898,mouseMove,True,Px,.
1622045403.379424,mouseClick,True,B,.
1622045403.4459248,mouseMove,True,Px,0
1622045403.5097249,mouseMove,True,Px,2
1622045403.5953572,mouseMove,True,Px,4
1622045403.8140535,mouseMove,True,Px,1
1622045403.929313,mouseMove,True,Px,0
1622045404.0081058,mouseMove,True,Px,2
1622045404.3625376,mouseClick,True,B,2
1622045404.601668,mouseMove,True,Px,0
1622045404.6770837,mouseMove,True,Px,.
1622045404.7594485,mouseMove,True,Px,=
1622045405.1161354,mouseMove,True,Px,=
1622045405.5310938,mouseClick,True,B,=
1622045405.547131,task_finished,,,2
1622045422.8039796,mouseMove,True,Px,DEL
1622045422.811703,task_started,,,3
1622045423.6675708,keyStroke,False,k,1
1622045423.9032953,keyStroke,False,k,+
1622045424.1497078,keyStroke,False,k,2
1622045424.3980148,keyStroke,False,k,+
1622045424.7397366,keyStroke,False,k,3
1622045425.0622222,keyStroke,False,k,+
1622045425.3805954,keyStroke,False,k,4
1622045425.745764,keyStroke,False,k,+
1622045426.1269693,keyStroke,False,k,5
1622045426.5687182,keyStroke,False,k,+
1622045426.9318104,keyStroke,False,k,6
1622045427.470899,keyStroke,False,k,+
1622045427.782215,keyStroke,False,k,7
1622045428.1965516,keyStroke,False,k,+
1622045428.8487508,keyStroke,False,k,8
1622045429.2127364,keyStroke,False,k,+
1622045429.5636497,keyStroke,False,k,9
1622045429.9800737,keyStroke,False,k,+
1622045430.3063893,keyStroke,False,k,1
1622045430.6264927,keyStroke,False,k,0
1622045431.2032776,keyStroke,False,k,+
1622045431.3879523,keyStroke,False,k,1
1622045431.5563252,keyStroke,False,k,1
