timeStamp,eventType,isMouse,klmId,argument
1622045072.6896935,mouseMove,True,Px,DEL
1622045072.6960177,task_started,,,0
1622045073.05749,mouseMove,True,Px,Clear
1622045073.1317954,mouseMove,True,Px,(
1622045073.419444,mouseMove,True,Px,1
1622045073.6257188,mouseClick,True,B,1
1622045073.6972141,mouseMove,True,Px,2
1622045073.722945,mouseMove,True,Px,5
1622045073.7765708,mouseMove,True,Px,8
1622045073.8179517,mouseMove,True,Px,9
1622045073.8927453,mouseMove,True,Px,+
1622045074.104795,mouseClick,True,B,+
1622045074.1741714,mouseMove,True,Px,9
1622045074.221925,mouseMove,True,Px,6
1622045074.247995,mouseMove,True,Px,5
1622045074.2689352,mouseMove,True,Px,2
1622045074.5089371,mouseClick,True,B,2
1622045074.5813215,mouseMove,True,Px,6
1622045074.6006782,mouseMove,True,Px,9
1622045074.658831,mouseMove,True,Px,+
1622045074.8728247,mouseClick,True,B,+
1622045074.9531128,mouseMove,True,Px,9
1622045075.0041478,mouseMove,True,Px,6
1622045075.0991287,mouseMove,True,Px,3
1622045075.3074229,mouseClick,True,B,3
1622045075.3643305,mouseMove,True,Px,6
1622045075.424373,mouseMove,True,Px,9
1622045075.4612215,mouseMove,True,Px,+
1622045075.6497018,mouseClick,True,B,+
1622045075.7171881,mouseMove,True,Px,-
1622045075.7521877,mouseMove,True,Px,8
1622045075.873945,mouseMove,True,Px,7
1622045075.9597363,mouseMove,True,Px,4
1622045076.0754933,mouseClick,True,B,4
1622045076.2434254,mouseMove,True,Px,5
1622045076.3069005,mouseMove,True,Px,8
1622045076.353954,mouseMove,True,Px,9
1622045076.3823056,mouseMove,True,Px,-
1622045076.4109573,mouseMove,True,Px,+
1622045076.5551436,mouseClick,True,B,+
1622045076.65413,mouseMove,True,Px,9
1622045076.7400146,mouseMove,True,Px,5
1622045076.9438233,mouseClick,True,B,5
1622045077.0515378,mouseMove,True,Px,9
1622045077.124668,mouseMove,True,Px,+
1622045077.308915,mouseClick,True,B,+
1622045077.392434,mouseMove,True,Px,9
1622045077.448708,mouseMove,True,Px,6
1622045077.6927247,mouseClick,True,B,6
1622045077.778303,mouseMove,True,Px,9
1622045077.8399308,mouseMove,True,Px,+
1622045078.0295699,mouseClick,True,B,+
1622045078.1133413,mouseMove,True,Px,-
1622045078.1638296,mouseMove,True,Px,*
1622045078.2585685,mouseMove,True,Px,8
1622045078.2870102,mouseMove,True,Px,7
1622045078.4877772,mouseClick,True,B,7
1622045078.5791526,mouseMove,True,Px,8
1622045078.6678336,mouseMove,True,Px,-
1622045078.7635899,mouseMove,True,Px,+
1622045078.9316823,mouseClick,True,B,+
1622045079.0671487,mouseMove,True,Px,9
1622045079.0959687,mouseMove,True,Px,8
1622045079.2846184,mouseClick,True,B,8
1622045079.4034715,mouseMove,True,Px,9
1622045079.4870718,mouseMove,True,Px,+
1622045079.6404593,mouseClick,True,B,+
1622045079.7557213,mouseMove,True,Px,9
1622045079.977832,mouseClick,True,B,9
1622045080.116276,mouseMove,True,Px,+
1622045080.3455586,mouseClick,True,B,+
1622045080.4793189,mouseMove,True,Px,9
1622045080.5085735,mouseMove,True,Px,5
1622045080.6391387,mouseMove,True,Px,2
1622045080.701986,mouseMove,True,Px,1
1622045080.9149427,mouseClick,True,B,1
1622045081.0466628,mouseMove,True,Px,0
1622045081.3394408,mouseClick,True,B,0
1622045081.5131686,mouseMove,True,Px,2
1622045081.5319266,mouseMove,True,Px,5
1622045081.5875268,mouseMove,True,Px,9
1622045081.6270525,mouseMove,True,Px,+
1622045081.8114915,mouseClick,True,B,+
1622045081.8953369,mouseMove,True,Px,9
1622045081.9232543,mouseMove,True,Px,8
1622045081.9528778,mouseMove,True,Px,5
1622045082.002969,mouseMove,True,Px,1
1622045082.2170537,mouseClick,True,B,1
1622045082.3577704,mouseClick,True,B,1
1622045082.4742022,mouseMove,True,Px,5
1622045082.5207772,mouseMove,True,Px,8
1622045082.5493839,mouseMove,True,Px,9
1622045082.5917716,mouseMove,True,Px,+
1622045082.7851665,mouseClick,True,B,+
1622045082.8921418,mouseMove,True,Px,9
1622045082.8963466,mouseMove,True,Px,8
1622045082.936208,mouseMove,True,Px,5
1622045083.0623505,mouseMove,True,Px,1
1622045083.227175,mouseClick,True,B,1
1622045083.2968566,mouseMove,True,Px,2
1622045083.4800851,mouseClick,True,B,2
1622045083.6189928,mouseMove,True,Px,5
1622045083.643913,mouseMove,True,Px,6
1622045083.6737077,mouseMove,True,Px,9
1622045083.710315,mouseMove,True,Px,+
1622045083.9143243,mouseClick,True,B,+
1622045083.9792886,mouseMove,True,Px,9
1622045084.0056489,mouseMove,True,Px,8
1622045084.035121,mouseMove,True,Px,5
1622045084.0731702,mouseMove,True,Px,1
1622045084.289401,mouseClick,True,B,1
1622045084.3729017,mouseMove,True,Px,0
1622045084.5452523,mouseMove,True,Px,3
1622045084.7413924,mouseClick,True,B,3
1622045084.8026457,mouseMove,True,Px,6
1622045084.8369894,mouseMove,True,Px,9
1622045084.8907917,mouseMove,True,Px,+
1622045085.0670893,mouseClick,True,B,+
1622045085.1814108,mouseMove,True,Px,9
1622045085.1991434,mouseMove,True,Px,8
1622045085.2409637,mouseMove,True,Px,5
1622045085.2649355,mouseMove,True,Px,4
1622045085.377521,mouseMove,True,Px,1
1622045085.6169443,mouseClick,True,B,1
1622045085.738352,mouseMove,True,Px,4
1622045085.9498672,mouseClick,True,B,4
1622045086.0071027,mouseMove,True,Px,8
1622045086.0980816,mouseMove,True,Px,9
1622045086.141089,mouseMove,True,Px,+
1622045086.3719406,mouseClick,True,B,+
1622045086.4402025,mouseMove,True,Px,9
1622045086.4595199,mouseMove,True,Px,8
1622045086.5007625,mouseMove,True,Px,5
1622045086.5938232,mouseMove,True,Px,1
1622045086.7736404,mouseClick,True,B,1
1622045086.8734133,mouseMove,True,Px,2
1622045086.9215274,mouseMove,True,Px,5
1622045087.1142344,mouseClick,True,B,5
