timeStamp,eventType,isMouse,klmId,argument
1622046985.1973677,mouseMove,True,Px,DEL
1622046985.204507,task_started,,,0
1622046985.3595273,mouseMove,True,Px,)
1622046985.431005,mouseMove,True,Px,0
1622046985.7406635,mouseMove,True,Px,1
1622046985.9329233,mouseClick,True,B,1
1622046986.0114412,mouseMove,True,Px,2
1622046986.0355418,mouseMove,True,Px,5
1622046986.0702598,mouseMove,True,Px,8
1622046986.100683,mouseMove,True,Px,9
1622046986.2455733,mouseMove,True,Px,+
1622046986.3977737,mouseClick,True,B,+
1622046986.5658877,mouseMove,True,Px,9
1622046986.646756,mouseMove,True,Px,5
1622046986.7636786,mouseMove,True,Px,2
1622046986.9334462,mouseClick,True,B,2
1622046987.0023263,mouseMove,True,Px,5
1622046987.0640934,mouseMove,True,Px,9
1622046987.1298625,mouseMove,True,Px,+
1622046987.3146806,mouseClick,True,B,+
1622046987.37207,mouseMove,True,Px,9
1622046987.3842056,mouseMove,True,Px,6
1622046987.3948643,mouseMove,True,Px,3
1622046987.659849,mouseClick,True,B,3
1622046987.7585814,mouseMove,True,Px,6
1622046987.7829008,mouseMove,True,Px,9
1622046987.8263688,mouseMove,True,Px,+
1622046988.0187387,mouseClick,True,B,+
1622046988.085497,mouseMove,True,Px,8
1622046988.1266646,mouseMove,True,Px,5
1622046988.1703506,mouseMove,True,Px,4
1622046988.4330122,mouseClick,True,B,4
1622046988.5407076,mouseMove,True,Px,8
1622046988.616638,mouseMove,True,Px,-
1622046988.656777,mouseMove,True,Px,+
1622046988.8095994,mouseClick,True,B,+
1622046988.9230886,mouseMove,True,Px,9
1622046988.9545774,mouseMove,True,Px,8
1622046989.03004,mouseMove,True,Px,5
1622046989.1783473,mouseClick,True,B,5
1622046989.2558763,mouseMove,True,Px,9
1622046989.295881,mouseMove,True,Px,+
1622046989.508228,mouseClick,True,B,+
1622046989.5601099,mouseMove,True,Px,8
1622046989.6447952,mouseMove,True,Px,5
1622046989.733411,mouseMove,True,Px,4
1622046989.8673115,mouseMove,True,Px,5
1622046989.968043,mouseMove,True,Px,6
1622046990.1753876,mouseClick,True,B,6
1622046990.2323651,mouseMove,True,Px,9
1622046990.32414,mouseMove,True,Px,+
1622046990.506535,mouseClick,True,B,+
1622046990.5784917,mouseMove,True,Px,-
1622046990.6225667,mouseMove,True,Px,8
1622046990.755819,mouseMove,True,Px,7
1622046990.9077525,mouseClick,True,B,7
1622046990.976797,mouseMove,True,Px,8
1622046991.0844178,mouseMove,True,Px,-
1622046991.112667,mouseMove,True,Px,+
1622046991.2446718,mouseClick,True,B,+
1622046991.3515642,mouseMove,True,Px,8
1622046991.567855,mouseClick,True,B,8
1622046991.6554117,mouseMove,True,Px,9
1622046991.6992955,mouseMove,True,Px,+
1622046991.8746505,mouseClick,True,B,+
1622046991.958612,mouseMove,True,Px,9
1622046992.160809,mouseClick,True,B,9
1622046992.264002,mouseMove,True,Px,+
1622046992.4240675,mouseClick,True,B,+
1622046992.5046728,mouseMove,True,Px,8
1622046992.52978,mouseMove,True,Px,5
1622046992.6485808,mouseMove,True,Px,1
1622046992.8945878,mouseClick,True,B,1
1622046992.9823663,mouseMove,True,Px,0
1622046993.2060406,mouseClick,True,B,0
1622046993.3240914,mouseMove,True,Px,2
1622046993.3835833,mouseMove,True,Px,9
1622046993.469421,mouseMove,True,Px,+
1622046993.6587265,mouseClick,True,B,+
1622046993.7397308,mouseMove,True,Px,9
1622046993.769601,mouseMove,True,Px,8
1622046993.7980156,mouseMove,True,Px,5
1622046993.9051273,mouseMove,True,Px,2
1622046993.9382741,mouseMove,True,Px,1
1622046994.1386678,mouseClick,True,B,1
1622046994.2756705,mouseClick,True,B,1
1622046994.393498,mouseMove,True,Px,5
1622046994.4550512,mouseMove,True,Px,8
1622046994.4838603,mouseMove,True,Px,9
1622046994.5178642,mouseMove,True,Px,+
1622046994.6731467,mouseClick,True,B,+
1622046994.7493837,mouseMove,True,Px,9
1622046994.774737,mouseMove,True,Px,8
1622046994.8106892,mouseMove,True,Px,5
1622046994.8720238,mouseMove,True,Px,2
1622046994.974633,mouseMove,True,Px,1
1622046995.0875967,mouseClick,True,B,1
1622046995.1635725,mouseMove,True,Px,2
1622046995.3423712,mouseClick,True,B,2
1622046995.4354146,mouseMove,True,Px,6
1622046995.5077279,mouseMove,True,Px,9
1622046995.5849879,mouseMove,True,Px,+
1622046995.72396,mouseClick,True,B,+
1622046995.781389,mouseMove,True,Px,9
1622046995.8301804,mouseMove,True,Px,5
1622046995.9106627,mouseMove,True,Px,2
1622046995.9755673,mouseMove,True,Px,1
1622046996.1544418,mouseClick,True,B,1
1622046996.2223809,mouseMove,True,Px,2
1622046996.265241,mouseMove,True,Px,3
1622046996.45544,mouseClick,True,B,3
1622046996.530475,mouseMove,True,Px,6
1622046996.5699282,mouseMove,True,Px,9
1622046996.6336288,mouseMove,True,Px,+
1622046996.7531972,mouseClick,True,B,+
1622046996.8543944,mouseMove,True,Px,8
