timeStamp,eventType,isMouse,klmId,argument
1622045105.598732,mouseMove,True,Px,DEL
1622045105.6099055,task_started,,,0
1622045106.2524073,keyStroke,False,k,1
1622045106.506855,keyStroke,False,k,+
1622045106.7996233,keyStroke,False,k,2
1622045107.1269305,keyStroke,False,k,+
1622045107.5552804,keyStroke,False,k,3
1622045107.8967528,keyStroke,False,k,+
1622045108.0976965,keyStroke,False,k,4
1622045108.461719,keyStroke,False,k,+
1622045108.6780455,keyStroke,False,k,5
1622045109.1080904,keyStroke,False,k,+
1622045109.4052696,keyStroke,False,k,6
1622045109.7272692,keyStroke,False,k,+
1622045109.9664123,keyStroke,False,k,7
1622045110.4758701,keyStroke,False,k,+
1622045111.056651,keyStroke,False,k,8
1622045111.3762283,keyStroke,False,k,+
1622045111.9288971,keyStroke,False,k,9
1622045112.4511037,keyStroke,False,k,+
1622045112.7886918,keyStroke,False,k,1
1622045113.0929825,keyStroke,False,k,0
1622045113.7045212,keyStroke,False,k,+
1622045113.9531856,keyStroke,False,k,1
1622045114.2946005,keyStroke,False,k,1
1622045114.61542,keyStroke,False,k,+
1622045114.8690047,keyStroke,False,k,1
1622045115.1212173,keyStroke,False,k,2
1622045115.4352703,keyStroke,False,k,+
1622045115.6632066,keyStroke,False,k,1
1622045116.28379,keyStroke,False,k,3
1622045116.4920382,keyStroke,False,k,+
1622045117.1455421,keyStroke,False,k,1
1622045117.428019,keyStroke,False,k,4
1622045118.09514,keyStroke,False,k,+
1622045118.3826468,keyStroke,False,k,1
1622045118.6319683,keyStroke,False,k,5
1622045119.3180249,keyStroke,False,k,+
1622045119.669783,keyStroke,False,k,1
1622045119.8482032,keyStroke,False,k,6
1622045120.5770764,keyStroke,False,k,+
1622045120.9251313,keyStroke,False,k,1
1622045121.0943334,keyStroke,False,k,7
1622045121.618064,keyStroke,False,k,+
1622045122.3982446,keyStroke,False,k,1
1622045122.7730799,keyStroke,False,k,8
1622045123.4051142,keyStroke,False,k,+
1622045123.7223961,keyStroke,False,k,1
1622045123.9174776,keyStroke,False,k,9
1622045124.6891968,keyStroke,False,k,+
1622045125.1057358,keyStroke,False,k,2
1622045126.2391477,keyStroke,False,k,0
1622045129.7873616,keyStroke,False,k,=
1622045129.7935688,task_finished,,,0
1622045136.790442,mouseMove,True,Px,DEL
1622045136.7962441,task_started,,,1
1622045137.099133,mouseMove,True,Px,)
1622045137.1300123,mouseMove,True,Px,(
1622045137.5374794,mouseClick,True,B,(
1622045137.6941087,mouseMove,True,Px,0
1622045137.7682648,mouseMove,True,Px,2
1622045137.8057873,mouseMove,True,Px,3
1622045137.9269118,mouseMove,True,Px,3
1622045138.2677882,mouseClick,True,B,3
1622045138.3586113,mouseMove,True,Px,6
1622045138.3787322,mouseMove,True,Px,5
1622045138.4240842,mouseMove,True,Px,8
1622045138.552469,mouseMove,True,Px,*
1622045138.7649057,mouseClick,True,B,*
1622045138.9008064,mouseMove,True,Px,8
1622045138.971809,mouseMove,True,Px,5
1622045139.0179348,mouseMove,True,Px,6
1622045139.066923,mouseMove,True,Px,3
1622045139.3537967,mouseClick,True,B,3
1622045139.8467605,mouseMove,True,Px,6
1622045139.9053018,mouseMove,True,Px,9
1622045140.0215433,mouseMove,True,Px,+
1622045140.1632779,mouseMove,True,Px,-
1622045140.2917323,mouseMove,True,Px,+
1622045140.5569117,mouseClick,True,B,+
1622045140.7517009,mouseMove,True,Px,9
1622045140.7891374,mouseMove,True,Px,8
1622045140.8283088,mouseMove,True,Px,5
1622045140.9560647,mouseMove,True,Px,4
1622045141.6592805,mouseClick,True,B,4
1622045141.7522998,mouseMove,True,Px,7
1622045141.7911432,mouseMove,True,Px,8
1622045141.846695,mouseMove,True,Px,*
1622045142.0397232,mouseClick,True,B,*
1622045142.1572506,mouseMove,True,Px,7
1622045142.2308075,mouseMove,True,Px,4
1622045142.4872768,mouseClick,True,B,4
1622045142.9107528,mouseMove,True,Px,1
1622045143.0568793,mouseMove,True,Px,(
1622045143.0676343,mouseMove,True,Px,)
1622045143.4477901,mouseClick,True,B,)
1622045144.7279518,mouseMove,True,Px,0
1622045144.9138336,mouseMove,True,Px,3
1622045144.9871752,mouseMove,True,Px,6
1622045145.1878946,mouseMove,True,Px,5
1622045145.3303764,mouseMove,True,Px,8
1622045145.4424815,mouseMove,True,Px,*
1622045145.7067711,mouseClick,True,B,*
1622045145.806347,mouseMove,True,Px,8
1622045145.8221354,mouseMove,True,Px,7
1622045145.8622584,mouseMove,True,Px,4
1622045145.913263,mouseMove,True,Px,1
1622045146.3652608,mouseClick,True,B,1
1622045146.4348216,mouseMove,True,Px,2
1622045146.546489,mouseMove,True,Px,5
1622045146.7810965,mouseClick,True,B,5
1622045146.852816,mouseMove,True,Px,2
1622045146.913633,mouseMove,True,Px,0
1622045146.9649026,mouseMove,True,Px,)
1622045146.9809744,mouseMove,True,Px,.
1622045147.322762,mouseClick,True,B,.
1622045147.4332588,mouseMove,True,Px,0
1622045147.4971774,mouseMove,True,Px,2
1622045147.7522037,mouseClick,True,B,2
1622045147.9078324,mouseMove,True,Px,0
1622045148.0005374,mouseMove,True,Px,.
1622045148.077731,mouseMove,True,Px,=
1622045148.8148787,mouseClick,True,B,=
1622045148.8220124,task_finished,,,1
1622045150.8912647,mouseMove,True,Px,DEL
1622045150.897341,task_started,,,2
1622045151.296977,mouseMove,True,Px,)
1622045151.3689933,mouseMove,True,Px,(
1622045151.6621914,mouseMove,True,Px,1
1622045151.950575,mouseClick,True,B,1
1622045152.0137072,mouseMove,True,Px,4
1622045152.0262828,mouseMove,True,Px,5
1622045152.0454006,mouseMove,True,Px,8
1622045152.105361,mouseMove,True,Px,9
1622045152.2478125,mouseMove,True,Px,+
1622045152.5126185,mouseClick,True,B,+
1622045152.5477576,mouseMove,True,Px,-
1622045152.560718,mouseMove,True,Px,9
1622045152.577822,mouseMove,True,Px,8
1622045152.5937173,mouseMove,True,Px,5
1622045152.6339164,mouseMove,True,Px,2
1622045152.6742806,mouseMove,True,Px,1
1622045152.9858227,mouseMove,True,Px,2
1622045153.2923052,mouseClick,True,B,2
1622045153.3260086,mouseMove,True,Px,5
1622045153.3481572,mouseMove,True,Px,6
1622045153.3620045,mouseMove,True,Px,9
1622045153.4158764,mouseMove,True,Px,+
1622045153.6390944,mouseClick,True,B,+
1622045153.7123876,mouseMove,True,Px,9
1622045153.7683926,mouseMove,True,Px,6
1622045153.8143055,mouseMove,True,Px,3
1622045154.0855663,mouseClick,True,B,3
1622045154.1327248,mouseMove,True,Px,6
1622045154.1706238,mouseMove,True,Px,9
1622045154.2630246,mouseMove,True,Px,+
1622045154.4732978,mouseClick,True,B,+
1622045154.5266483,mouseMove,True,Px,9
1622045154.5666158,mouseMove,True,Px,8
1622045154.604889,mouseMove,True,Px,5
1622045154.6967814,mouseMove,True,Px,4
1622045154.77696,mouseMove,True,Px,4
1622045155.0157483,mouseClick,True,B,4
1622045155.040931,mouseMove,True,Px,5
1622045155.075053,mouseMove,True,Px,8
1622045155.1312554,mouseMove,True,Px,-
1622045155.2647395,mouseMove,True,Px,+
1622045155.5201907,mouseClick,True,B,+
1622045155.6033185,mouseMove,True,Px,9
1622045155.6613626,mouseMove,True,Px,6
1622045155.6714997,mouseMove,True,Px,5
1622045155.8480737,mouseMove,True,Px,5
1622045156.0382726,mouseClick,True,B,5
1622045156.1196525,mouseMove,True,Px,8
1622045156.144806,mouseMove,True,Px,9
1622045156.2178273,mouseMove,True,Px,+
1622045156.486621,mouseClick,True,B,+
1622045156.580403,mouseMove,True,Px,9
1622045156.6545913,mouseMove,True,Px,6
1622045156.8786452,mouseClick,True,B,6
1622045156.9040287,mouseMove,True,Px,9
1622045156.9613595,mouseMove,True,Px,+
1622045157.1910024,mouseClick,True,B,+
1622045157.2739406,mouseMove,True,Px,-
1622045157.3161726,mouseMove,True,Px,8
1622045157.492003,mouseMove,True,Px,7
1622045157.7100549,mouseClick,True,B,7
1622045157.7602172,mouseMove,True,Px,8
1622045157.848256,mouseMove,True,Px,9
1622045157.9185948,mouseMove,True,Px,+
1622045158.141077,mouseClick,True,B,+
1622045158.180832,mouseMove,True,Px,-
1622045158.2010722,mouseMove,True,Px,9
1622045158.2157586,mouseMove,True,Px,8
1622045158.4820335,mouseClick,True,B,8
1622045158.5245168,mouseMove,True,Px,9
1622045158.5686464,mouseMove,True,Px,+
1622045158.7942536,mouseClick,True,B,+
1622045158.8510013,mouseMove,True,Px,9
1622045159.116099,mouseClick,True,B,9
1622045159.1731377,mouseMove,True,Px,+
1622045159.4403923,mouseClick,True,B,+
1622045159.5865853,mouseMove,True,Px,9
1622045159.6171515,mouseMove,True,Px,8
1622045159.6453457,mouseMove,True,Px,5
1622045159.7537138,mouseMove,True,Px,4
1622045159.8295856,mouseMove,True,Px,5
1622045159.8729548,mouseMove,True,Px,8
1622045159.9297528,mouseMove,True,Px,7
1622045160.003863,mouseMove,True,Px,4
1622045160.0794194,mouseMove,True,Px,1
1622045160.4223752,mouseClick,True,B,1
1622045160.647313,mouseMove,True,Px,0
1622045160.9199963,mouseClick,True,B,0
1622045161.0167727,mouseMove,True,Px,2
1622045161.0633142,mouseMove,True,Px,5
1622045161.091584,mouseMove,True,Px,6
1622045161.1153529,mouseMove,True,Px,9
1622045161.4839106,mouseMove,True,Px,+
1622045161.7365818,mouseClick,True,B,+
1622045161.8955326,mouseMove,True,Px,9
1622045162.0078244,mouseMove,True,Px,6
1622045162.1075869,mouseMove,True,Px,3
1622045162.2355967,mouseMove,True,Px,3
1622045162.2725315,mouseMove,True,Px,2
1622045162.3913562,mouseMove,True,Px,1
1622045162.7920144,mouseClick,True,B,1
1622045162.9574666,mouseClick,True,B,1
1622045163.1092746,mouseMove,True,Px,4
1622045163.1313806,mouseMove,True,Px,5
1622045163.1952963,mouseMove,True,Px,6
1622045163.28342,mouseMove,True,Px,9
1622045163.4575899,mouseMove,True,Px,+
1622045163.6800737,mouseClick,True,B,+
1622045163.9153714,mouseMove,True,Px,9
1622045163.963244,mouseMove,True,Px,6
1622045164.0013459,mouseMove,True,Px,5
1622045164.021409,mouseMove,True,Px,2
1622045164.1113355,mouseMove,True,Px,1
1622045164.4640253,mouseClick,True,B,1
1622045164.5253568,mouseMove,True,Px,2
1622045164.7482102,mouseClick,True,B,2
1622045164.8993888,mouseMove,True,Px,5
1622045164.9493418,mouseMove,True,Px,9
1622045165.0934389,mouseMove,True,Px,+
1622045165.3122923,mouseClick,True,B,+
1622045165.4426339,mouseMove,True,Px,9
1622045165.499852,mouseMove,True,Px,5
1622045165.5480673,mouseMove,True,Px,2
1622045165.7476873,mouseMove,True,Px,1
1622045165.9755235,mouseClick,True,B,1
1622045166.021353,mouseMove,True,Px,2
1622045166.0735767,mouseMove,True,Px,5
1622045166.102838,mouseMove,True,Px,6
1622045166.3397708,mouseMove,True,Px,3
1622045166.5712304,mouseClick,True,B,3
1622045166.598614,mouseMove,True,Px,6
1622045166.6458886,mouseMove,True,Px,9
1622045166.7196286,mouseMove,True,Px,+
1622045166.9241362,mouseClick,True,B,+
1622045167.1077213,mouseMove,True,Px,9
1622045167.1667433,mouseMove,True,Px,6
1622045167.1877286,mouseMove,True,Px,5
1622045167.267289,mouseMove,True,Px,2
1622045167.3776176,mouseMove,True,Px,1
1622045167.7401693,mouseClick,True,B,1
1622045167.7880647,mouseMove,True,Px,4
1622045168.006191,mouseClick,True,B,4
1622045168.077644,mouseMove,True,Px,5
1622045168.1007526,mouseMove,True,Px,8
1622045168.1613193,mouseMove,True,Px,9
1622045168.2961311,mouseMove,True,Px,+
1622045168.5669048,mouseClick,True,B,+
1622045168.7120268,mouseMove,True,Px,9
1622045168.7807074,mouseMove,True,Px,5
1622045168.8808823,mouseMove,True,Px,2
1622045168.9313416,mouseMove,True,Px,1
1622045169.3314662,mouseClick,True,B,1
1622045169.4156244,mouseMove,True,Px,5
1622045169.6656578,mouseClick,True,B,5
1622045169.7095337,mouseMove,True,Px,8
1622045169.8013914,mouseMove,True,Px,9
1622045169.921384,mouseMove,True,Px,+
1622045170.228701,mouseClick,True,B,+
1622045170.3935413,mouseMove,True,Px,9
1622045170.4401133,mouseMove,True,Px,5
1622045170.507737,mouseMove,True,Px,2
1622045170.5365999,mouseMove,True,Px,1
1622045170.8227384,mouseClick,True,B,1
1622045170.8714883,mouseMove,True,Px,2
1622045170.9233236,mouseMove,True,Px,5
1622045170.9834502,mouseMove,True,Px,6
1622045171.247635,mouseClick,True,B,6
1622045171.2654097,mouseMove,True,Px,9
1622045171.356075,mouseMove,True,Px,+
1622045171.5483837,mouseClick,True,B,+
1622045171.6493409,mouseMove,True,Px,9
1622045171.6894324,mouseMove,True,Px,6
1622045171.702194,mouseMove,True,Px,5
1622045171.7234123,mouseMove,True,Px,2
1622045171.7733395,mouseMove,True,Px,0
1622045171.953392,mouseMove,True,Px,1
1622045172.1756022,mouseClick,True,B,1
1622045172.2936182,mouseMove,True,Px,2
1622045172.8113616,mouseMove,True,Px,5
1622045172.8243306,mouseMove,True,Px,4
1622045172.9113996,mouseMove,True,Px,7
1622045173.1180968,mouseClick,True,B,7
1622045173.2973895,mouseMove,True,Px,8
1622045173.3805957,mouseMove,True,Px,9
1622045173.501757,mouseMove,True,Px,+
1622045173.8268497,mouseClick,True,B,+
1622045174.0454762,mouseMove,True,Px,9
1622045174.1039383,mouseMove,True,Px,5
1622045174.16532,mouseMove,True,Px,2
1622045174.2534797,mouseMove,True,Px,1
1622045174.5755854,mouseClick,True,B,1
1622045174.675515,mouseMove,True,Px,2
1622045174.7276769,mouseMove,True,Px,5
1622045174.8458393,mouseMove,True,Px,8
1622045175.106742,mouseClick,True,B,8
1622045175.3396661,mouseMove,True,Px,9
1622045175.569688,mouseMove,True,Px,+
1622045175.9329011,mouseClick,True,B,+
1622045176.0535946,mouseMove,True,Px,-
1622045176.0676098,mouseMove,True,Px,9
1622045176.108105,mouseMove,True,Px,8
1622045176.1420703,mouseMove,True,Px,5
1622045176.2331874,mouseMove,True,Px,2
1622045176.2934654,mouseMove,True,Px,1
1622045176.5991192,mouseClick,True,B,1
1622045176.6594472,mouseMove,True,Px,2
1622045176.689705,mouseMove,True,Px,5
1622045176.7355962,mouseMove,True,Px,6
1622045176.8195403,mouseMove,True,Px,9
1622045177.0470638,mouseClick,True,B,9
1622045177.233566,mouseMove,True,Px,6
1622045177.8378644,mouseMove,True,Px,5
1622045177.8777387,mouseMove,True,Px,2
1622045177.9478202,mouseMove,True,Px,0
1622045177.9934075,mouseMove,True,Px,2
1622045178.3853853,mouseMove,True,Px,5
1622045178.4293144,mouseMove,True,Px,6
1622045178.4578705,mouseMove,True,Px,9
1622045178.5678961,mouseMove,True,Px,+
1622045178.9565463,mouseClick,True,B,+
1622045179.12335,mouseMove,True,Px,9
1622045179.1693494,mouseMove,True,Px,8
1622045179.2056255,mouseMove,True,Px,5
1622045179.2465265,mouseMove,True,Px,2
1622045179.3116784,mouseMove,True,Px,1
1622045179.5115416,mouseMove,True,Px,4
1622045179.649638,mouseMove,True,Px,1
1622045179.7077181,mouseMove,True,Px,0
1622045179.8134105,mouseMove,True,Px,2
1622045180.167558,mouseClick,True,B,2
1622045180.349375,mouseMove,True,Px,0
1622045180.5846472,mouseClick,True,B,0
1622045180.8652678,mouseMove,True,Px,)
1622045180.899443,mouseMove,True,Px,.
1622045180.9493382,mouseMove,True,Px,=
1622045181.7689648,mouseClick,True,B,=
1622045181.7772474,task_finished,,,2
1622045187.145094,mouseMove,True,Px,DEL
1622045187.1593592,task_started,,,3
1622045187.817066,keyStroke,False,k,(
1622045188.5407677,keyStroke,False,k,3
1622045188.9170527,keyStroke,False,k,*
1622045189.1009436,keyStroke,False,k,3
1622045189.9408612,keyStroke,False,k,+
1622045190.2733161,keyStroke,False,k,4
1622045190.6172416,keyStroke,False,k,*
1622045190.8082125,keyStroke,False,k,4
1622045192.182928,keyStroke,False,k,)
1622045193.3731494,keyStroke,False,k,*
1622045193.7436128,keyStroke,False,k,1
1622045193.9979663,keyStroke,False,k,5
1622045194.5583448,keyStroke,False,k,.
1622045194.7635696,keyStroke,False,k,2
1622045196.1833677,keyStroke,False,k,=
1622045196.19001,task_finished,,,3
