timeStamp,eventType,isMouse,klmId,argument
1622044824.4429517,mouseMove,True,Px,DEL
1622044824.4506977,task_started,,,0
1622044824.698993,mouseMove,True,Px,)
1622044824.9222307,mouseMove,True,Px,0
1622044825.099311,mouseMove,True,Px,(
1622044825.543876,mouseClick,True,B,(
1622044825.654269,mouseMove,True,Px,0
1622044825.696336,mouseMove,True,Px,2
1622044825.7151752,mouseMove,True,Px,3
1622044825.8012471,mouseMove,True,Px,6
1622044825.9235408,mouseMove,True,Px,3
1622044826.1375103,mouseClick,True,B,3
1622044826.2525694,mouseMove,True,Px,6
1622044826.2720585,mouseMove,True,Px,8
1622044826.3132796,mouseMove,True,Px,-
1622044826.362777,mouseMove,True,Px,*
1622044826.6568644,mouseClick,True,B,*
1622044826.7203512,mouseMove,True,Px,8
1622044826.7641711,mouseMove,True,Px,6
1622044826.7868338,mouseMove,True,Px,3
1622044827.1477425,mouseClick,True,B,3
1622044827.2491941,mouseMove,True,Px,6
1622044827.3088653,mouseMove,True,Px,9
1622044827.4672675,mouseMove,True,Px,+
1622044827.6678054,mouseClick,True,B,+
1622044827.7725916,mouseMove,True,Px,9
1622044827.7892613,mouseMove,True,Px,8
1622044827.985037,mouseMove,True,Px,4
1622044828.1799452,mouseClick,True,B,4
1622044828.2493727,mouseMove,True,Px,7
1622044828.3534763,mouseMove,True,Px,*
1622044828.575779,mouseClick,True,B,*
1622044828.6786304,mouseMove,True,Px,7
1622044828.862962,mouseMove,True,Px,4
1622044829.214926,mouseClick,True,B,4
1622044829.3131657,mouseMove,True,Px,1
1622044829.3317494,mouseMove,True,Px,2
1622044829.3484883,mouseMove,True,Px,0
1622044829.3883436,mouseMove,True,Px,)
1622044829.6758287,mouseClick,True,B,)
1622044829.7471952,mouseMove,True,Px,0
1622044829.8141065,mouseMove,True,Px,2
1622044829.8314734,mouseMove,True,Px,5
1622044829.897078,mouseMove,True,Px,8
1622044829.9949746,mouseMove,True,Px,*
1622044830.242652,mouseClick,True,B,*
1622044830.3292818,mouseMove,True,Px,8
1622044830.3574255,mouseMove,True,Px,7
1622044830.4014318,mouseMove,True,Px,4
1622044830.4866927,mouseMove,True,Px,1
1622044830.71494,mouseClick,True,B,1
1622044830.8812993,mouseMove,True,Px,2
1622044830.9339974,mouseMove,True,Px,5
1622044831.14607,mouseClick,True,B,5
1622044831.2304518,mouseMove,True,Px,2
1622044831.2615364,mouseMove,True,Px,0
1622044831.2955503,mouseMove,True,Px,.
1622044831.5758855,mouseClick,True,B,.
1622044831.7233236,mouseMove,True,Px,0
1622044832.0227249,mouseMove,True,Px,2
1622044832.2166703,mouseClick,True,B,2
1622044832.3096364,mouseMove,True,Px,0
1622044832.3572526,mouseMove,True,Px,.
1622044832.4434981,mouseMove,True,Px,=
1622044833.0186985,mouseClick,True,B,=
1622044833.023808,task_finished,,,0
1622044835.4673822,mouseMove,True,Px,DEL
1622044835.4733336,task_started,,,1
1622044836.3223035,keyStroke,False,k,(
1622044836.9782498,keyStroke,False,k,3
1622044837.3424838,keyStroke,False,k,*
1622044837.7023413,keyStroke,False,k,3
1622044838.026227,keyStroke,False,k,+
1622044838.4382834,keyStroke,False,k,4
1622044838.7422109,keyStroke,False,k,*
1622044839.042117,keyStroke,False,k,4
1622044839.8025877,keyStroke,False,k,)
1622044840.4742854,keyStroke,False,k,*
1622044840.8662534,keyStroke,False,k,1
1622044841.051213,keyStroke,False,k,5
1622044841.4102416,keyStroke,False,k,.
1622044841.7182846,keyStroke,False,k,2
1622044842.1993065,keyStroke,False,k,=
1622044842.2038045,task_finished,,,1
1622044855.602683,mouseMove,True,Px,DEL
1622044855.6087306,task_started,,,2
1622044856.406845,keyStroke,False,k,1
1622044856.6011746,keyStroke,False,k,+
1622044856.90962,keyStroke,False,k,2
1622044857.1052907,keyStroke,False,k,+
1622044857.4052877,keyStroke,False,k,3
1622044857.6155229,keyStroke,False,k,+
1622044857.9211915,keyStroke,False,k,4
1622044858.0852551,keyStroke,False,k,+
1622044858.3772626,keyStroke,False,k,5
1622044858.5732925,keyStroke,False,k,+
1622044858.9132757,keyStroke,False,k,6
1622044859.1219115,keyStroke,False,k,+
1622044859.45318,keyStroke,False,k,7
1622044859.6635284,keyStroke,False,k,+
1622044859.9772449,keyStroke,False,k,8
1622044860.1652858,keyStroke,False,k,+
1622044860.6853018,keyStroke,False,k,9
1622044860.9641244,keyStroke,False,k,+
1622044861.2761693,keyStroke,False,k,1
1622044861.3762171,keyStroke,False,k,0
1622044861.6162848,keyStroke,False,k,+
