timeStamp,eventType,isMouse,klmId,argument
1622044679.3541214,mouseMove,True,Px,DEL
1622044679.3608725,task_started,,,0
1622044680.3058207,keyStroke,False,k,+
1622044682.1170247,mouseMove,True,Px,Clear
1622044684.8438795,mouseClick,True,B,Clear
1622044685.3725445,keyStroke,False,k,1
1622044685.7321856,keyStroke,False,k,+
1622044686.2403786,keyStroke,False,k,2
1622044686.5401587,keyStroke,False,k,+
1622044686.9485836,keyStroke,False,k,3
1622044687.214174,keyStroke,False,k,+
1622044687.5883548,keyStroke,False,k,4
1622044687.844393,keyStroke,False,k,+
1622044688.2201462,keyStroke,False,k,5
1622044688.516157,keyStroke,False,k,+
1622044688.876265,keyStroke,False,k,6
1622044689.200188,keyStroke,False,k,+
1622044689.5402296,keyStroke,False,k,7
1622044689.8049653,keyStroke,False,k,+
1622044690.148297,keyStroke,False,k,8
1622044690.4521968,keyStroke,False,k,+
1622044690.8054078,keyStroke,False,k,9
1622044691.1322925,keyStroke,False,k,+
1622044691.572317,keyStroke,False,k,1
1622044691.6602378,keyStroke,False,k,0
1622044691.9602387,keyStroke,False,k,+
1622044692.230743,keyStroke,False,k,1
1622044692.392235,keyStroke,False,k,1
1622044692.6604762,keyStroke,False,k,+
1622044693.1802459,keyStroke,False,k,1
1622044693.304249,keyStroke,False,k,2
1622044693.6122677,keyStroke,False,k,+
1622044693.9122417,keyStroke,False,k,1
1622044694.1277702,keyStroke,False,k,3
1622044694.4483185,keyStroke,False,k,+
1622044694.686455,keyStroke,False,k,1
1622044694.897283,keyStroke,False,k,4
1622044695.1400683,keyStroke,False,k,+
1622044695.3925896,keyStroke,False,k,1
1622044695.5321612,keyStroke,False,k,5
1622044695.7842057,keyStroke,False,k,+
1622044696.0361135,keyStroke,False,k,1
1622044696.1681623,keyStroke,False,k,6
1622044696.4683163,keyStroke,False,k,+
1622044696.7192628,keyStroke,False,k,1
1622044696.9461582,keyStroke,False,k,7
1622044697.6443162,keyStroke,False,k,+
1622044697.8974638,keyStroke,False,k,1
1622044698.0472827,keyStroke,False,k,8
1622044698.4564734,keyStroke,False,k,+
1622044698.847223,keyStroke,False,k,1
1622044699.0032885,keyStroke,False,k,9
1622044699.3512435,keyStroke,False,k,+
1622044699.7152762,keyStroke,False,k,2
1622044699.8047557,keyStroke,False,k,0
1622044700.1443243,keyStroke,False,k,=
1622044700.1486452,task_finished,,,0
1622044704.3108716,mouseMove,True,Px,DEL
1622044704.3169029,task_started,,,1
1622044704.7565863,mouseMove,True,Px,)
1622044704.9085002,mouseMove,True,Px,0
1622044705.072018,mouseMove,True,Px,1
1622044705.2254772,mouseMove,True,Px,5
1622044705.5652273,mouseMove,True,Px,8
1622044705.7116678,mouseMove,True,Px,5
1622044705.7853158,mouseMove,True,Px,2
1622044705.932326,mouseMove,True,Px,0
1622044706.0888605,mouseMove,True,Px,)
1622044706.1615994,mouseMove,True,Px,(
1622044706.3126612,mouseClick,True,B,(
1622044706.4257436,mouseMove,True,Px,0
1622044706.4548528,mouseMove,True,Px,2
1622044706.48318,mouseMove,True,Px,5
1622044706.5420642,mouseMove,True,Px,9
1622044706.778245,mouseMove,True,Px,8
1622044707.0551357,mouseMove,True,Px,5
1622044707.0995343,mouseMove,True,Px,6
1622044707.1610556,mouseMove,True,Px,3
1622044707.4657187,mouseClick,True,B,3
1622044707.5754907,mouseMove,True,Px,6
1622044707.6429746,mouseMove,True,Px,9
1622044707.820089,mouseMove,True,Px,-
1622044707.8652592,mouseMove,True,Px,*
1622044708.0698555,mouseClick,True,B,*
1622044708.150255,mouseMove,True,Px,8
1622044708.1972022,mouseMove,True,Px,5
1622044708.2478433,mouseMove,True,Px,3
1622044709.103752,mouseClick,True,B,3
1622044709.5900173,mouseMove,True,Px,0
1622044709.7033427,mouseMove,True,Px,2
1622044709.7542791,mouseMove,True,Px,5
1622044709.821826,mouseMove,True,Px,9
1622044709.8997247,mouseMove,True,Px,+
1622044710.097516,mouseClick,True,B,+
1622044710.1997252,mouseMove,True,Px,9
1622044710.293241,mouseMove,True,Px,5
1622044710.423474,mouseMove,True,Px,4
1622044710.6906793,mouseClick,True,B,4
1622044710.7896907,mouseMove,True,Px,7
1622044710.8903403,mouseMove,True,Px,*
1622044711.0747883,mouseClick,True,B,*
1622044711.1952827,mouseMove,True,Px,7
1622044711.3732882,mouseMove,True,Px,4
1622044711.6336682,mouseClick,True,B,4
1622044711.8776228,mouseMove,True,Px,5
1622044711.9225802,mouseMove,True,Px,2
1622044712.006293,mouseMove,True,Px,0
1622044712.265996,mouseMove,True,Px,)
1622044712.4601593,mouseClick,True,B,)
1622044712.5615046,mouseMove,True,Px,0
1622044712.6153,mouseMove,True,Px,2
1622044712.6540499,mouseMove,True,Px,5
1622044712.7291849,mouseMove,True,Px,8
1622044712.8861067,mouseMove,True,Px,-
1622044712.9173307,mouseMove,True,Px,*
1622044713.0987947,mouseClick,True,B,*
1622044713.2297683,mouseMove,True,Px,8
1622044713.248379,mouseMove,True,Px,5
1622044713.288432,mouseMove,True,Px,2
1622044713.4452643,mouseMove,True,Px,1
1622044713.8314514,mouseClick,True,B,1
1622044713.9101908,mouseMove,True,Px,2
1622044713.9961803,mouseMove,True,Px,5
1622044714.170602,mouseClick,True,B,5
1622044714.2422903,mouseMove,True,Px,2
1622044714.29222,mouseMove,True,Px,0
1622044714.343519,mouseMove,True,Px,)
1622044714.7061145,mouseMove,True,Px,.
1622044714.869049,mouseClick,True,B,.
1622044715.0150313,mouseMove,True,Px,)
1622044715.0430107,mouseMove,True,Px,0
1622044715.209342,mouseMove,True,Px,2
1622044715.3927796,mouseClick,True,B,2
1622044715.4872096,mouseMove,True,Px,0
1622044715.5539298,mouseMove,True,Px,)
1622044715.573045,mouseMove,True,Px,.
1622044715.6418028,mouseMove,True,Px,=
1622044716.6366909,mouseClick,True,B,=
1622044716.6427257,task_finished,,,1
1622044719.1121528,mouseMove,True,Px,DEL
1622044719.1173902,task_started,,,2
1622044719.2666674,mouseMove,True,Px,)
1622044719.5247424,mouseMove,True,Px,1
1622044719.7000499,mouseClick,True,B,1
1622044719.7899413,mouseMove,True,Px,2
1622044719.8211062,mouseMove,True,Px,5
1622044719.8797538,mouseMove,True,Px,6
1622044719.908874,mouseMove,True,Px,9
1622044720.1116068,mouseMove,True,Px,+
1622044720.269226,mouseClick,True,B,+
1622044720.3529913,mouseMove,True,Px,9
1622044720.4022517,mouseMove,True,Px,5
1622044720.451636,mouseMove,True,Px,2
1622044720.6965942,mouseClick,True,B,2
1622044720.7782242,mouseMove,True,Px,5
1622044720.8212912,mouseMove,True,Px,6
1622044720.8544436,mouseMove,True,Px,9
1622044721.0038824,mouseMove,True,Px,+
1622044721.1677222,mouseClick,True,B,+
1622044721.2472825,mouseMove,True,Px,9
1622044721.2796812,mouseMove,True,Px,6
1622044721.3294065,mouseMove,True,Px,3
1622044721.5346184,mouseClick,True,B,3
1622044721.598103,mouseMove,True,Px,6
