timeStamp,eventType,isMouse,klmId,argument
1622044946.9473422,mouseMove,True,Px,DEL
1622044946.9541054,task_started,,,0
1622044947.3834124,mouseMove,True,Px,)
1622044947.455128,mouseMove,True,Px,0
1622044947.6124275,mouseMove,True,Px,1
1622044947.9464378,mouseClick,True,B,1
1622044948.061833,mouseMove,True,Px,2
1622044948.1700282,mouseMove,True,Px,5
1622044948.1916773,mouseMove,True,Px,6
1622044948.2757144,mouseMove,True,Px,9
1622044948.329696,mouseMove,True,Px,+
1622044948.6162395,mouseClick,True,B,+
1622044948.720429,mouseMove,True,Px,9
1622044948.747625,mouseMove,True,Px,8
1622044948.7958848,mouseMove,True,Px,5
1622044948.9603033,mouseMove,True,Px,2
1622044949.0657744,mouseMove,True,Px,0
1622044949.181976,mouseMove,True,Px,2
1622044949.406639,mouseClick,True,B,2
1622044949.524349,mouseMove,True,Px,5
1622044949.5754342,mouseMove,True,Px,6
1622044949.617961,mouseMove,True,Px,9
1622044949.7708383,mouseMove,True,Px,+
1622044949.967948,mouseClick,True,B,+
1622044950.0185344,mouseMove,True,Px,9
1622044950.0728626,mouseMove,True,Px,6
1622044950.1406953,mouseMove,True,Px,3
1622044950.4135253,mouseClick,True,B,3
1622044950.4847283,mouseMove,True,Px,6
1622044950.5368261,mouseMove,True,Px,9
1622044950.6289337,mouseMove,True,Px,+
1622044950.831439,mouseClick,True,B,+
1622044950.9358902,mouseMove,True,Px,9
1622044950.9889731,mouseMove,True,Px,6
1622044951.0009944,mouseMove,True,Px,5
1622044951.2329462,mouseMove,True,Px,4
1622044951.5160213,mouseClick,True,B,4
1622044951.5913255,mouseMove,True,Px,5
1622044951.6412292,mouseMove,True,Px,8
1622044951.725002,mouseMove,True,Px,9
1622044951.783328,mouseMove,True,Px,-
1622044951.85815,mouseMove,True,Px,+
1622044952.0191426,mouseClick,True,B,+
1622044952.1078796,mouseMove,True,Px,-
1622044952.1478827,mouseMove,True,Px,9
1622044952.1595256,mouseMove,True,Px,8
1622044952.2126486,mouseMove,True,Px,5
1622044952.4750178,mouseClick,True,B,5
1622044952.5378723,mouseMove,True,Px,8
1622044952.5638828,mouseMove,True,Px,9
1622044952.685995,mouseMove,True,Px,+
1622044952.9102263,mouseClick,True,B,+
1622044952.9697618,mouseMove,True,Px,9
1622044953.0757,mouseMove,True,Px,6
1622044953.3111877,mouseClick,True,B,6
1622044953.3880856,mouseMove,True,Px,5
1622044953.408411,mouseMove,True,Px,8
1622044953.5422175,mouseMove,True,Px,7
1622044953.7161334,mouseMove,True,Px,8
1622044953.8201551,mouseMove,True,Px,-
1622044953.8744302,mouseMove,True,Px,+
1622044954.165684,mouseClick,True,B,+
